Link,Title,Location,Salary,Summary
https://kr.indeed.com/viewjobs?jk=0f9fcb5addb9d5a4,Brand Marketing & Content Executive,한국필립모리스㈜ 서울 영등포구,,"10, Gukjegeumyung-ro, Yeongdeungpo-gu, Seoul, Korea HOW TO APPLY Go PMI career site, "" pmi.com/careers"" and set ‘South Korea..."
https://kr.indeed.com/viewjobs?jk=f9fd280699e127f8,Analyst,Kantar TNS 3.7 서울,,"We go beyond the obvious, using intelligence, passion and creativity to inspire new thinking and shape the world we live..."
https://kr.indeed.com/viewjobs?jk=c8a6d7222f7147e2,Product and Sales Activation Team Manage...,Google 4.3 서울,,"an advertising sales environment, or working within the Go-to-Market area of a product organization. Excellent sales..."
https://kr.indeed.com/viewjobs?jk=b7be58e7af38d186,Developer (개발자),Coinplug 경기도 성남,,"경에서 빌드, 배포, 모니터링 등의 경험이 있으신 분 서버 개발 [우대사항] Python / Node.js / Go / Java 중 한 가지 이상의 개발 언어에 익숙하신 분 Restful API 디자인 및 개발, 운영 경험이..."
https://kr.indeed.com/viewjobs?jk=983dcebf206df4eb,Channel Executive,Microsoft 4.2 서울,,"Work with partners to develop sell-through plans and co-sell go-to-market strategy, creating effective plans for each..."
https://kr.indeed.com/viewjobs?jk=1846e8d95d35aef5,[해외취업] GuineaDad - #1 Small Pet Supplies...,LeapHigh Animals LLC 대한민국,,who: · Always raises hand to solve the issue at hand · Can't go to sleep knowing the work isn't complete... capable...
https://kr.indeed.com/viewjobs?jk=67fd6e9833e72589,Feb 2021 positions,E-green 대한민국,,Gimhae(http... gimhae. go.kr/gimhae.web... very close to Seoul ( http... guri. go.kr/main/eng... looking for 8...
https://kr.indeed.com/viewjobs?jk=0fefa9c71646e975,Automotive Engineer*,Goodyear 서울,,"performance standard... industry. For more information about Goodyear and its products, go... goodyear.com/corporate."
https://kr.indeed.com/viewjobs?jk=bd4e9fd057f1a603,[경력] 파우더룸 서비스 개발,파우컴퍼니 서울 강남구,,"이해 및 사용 경험이 있는 분 - JPA, QueryDSL 혹은 ORM 사용 경험이 있는 분 - Python, Go 사용 경험이 있는 분 근무조건 * 고용형태 - 정규직(수습기간3개월) * 급여 - 회사내규에 따름 * 근무지..."
https://kr.indeed.com/viewjobs?jk=e1d1100ebab4cdf7,추천/일하고싶은곳중고차딜러사원/ 지금지원 GO/ 일단클릭,디오오토갤러리 창원 의창구,"월급 2,000,000원","디오오토갤러리... 세일즈,자동차·중고차 | 1년이상 | 요일선택 | 협의 | 월급 2,000,000 | 연령무관 | 2020-11-25"
https://kr.indeed.com/viewjobs?jk=2cde101f75a4f495,Infra / Blockchain Node Engineer 인프라/블록체...,Peer 서울 강남구,,"경험 Linux 시스템 구축 및 운영 경험 인프라 관리 업무 자동화 가능: Ansible, Python, Go Preferred 블록체인에 관심 있음 클라우드 기반 시스템 구축 & 운영 자동화 경험(Ansible, Chef..."
https://kr.indeed.com/viewjobs?jk=e4066119c5e9d0da,Security Developer (보안 개발자) (인재풀),비바리퍼블리카 서울 강남구,,"분 보안 로그 상관분석 개발 또는 그에 준하는 분석/탐지 기술 개발 경험이 있는 분 Python, JAVA, Go 등의 프로그래밍 언어에 능숙한 분 우대 사항 대용량 데이터 기반의 보안시스템(SIEM,ESM,통합보안모니터링시..."
https://kr.indeed.com/viewjobs?jk=138dfe55c0b22529,[소프트웨어사업부] Enterprise System Backend 개발,에스코어 성남 분당구,,"DevOps, MSA 이해 및 활용 역량 - Java, C, C++, JavaScript, Python, Go, Scala, Rust 중 1가지 이상 언어 능숙 사용 [우대사항] - Spring, Spring Boot 기반..."
https://kr.indeed.com/viewjobs?jk=84a22e68e82a8050,Cloud Solution Architect,Microsoft 4.2 서울,,Technology expert due to deep solutions knowledge... can go toe-to-toe with Microsoft engineering teams and blackbelts...
https://kr.indeed.com/viewjobs?jk=ddd9b0fc41ffdb24,Senior Research Executive,Kantar TNS 3.7 서울,,"We go beyond the obvious, using intelligence, passion and creativity to inspire new thinking and shape the world we live..."
https://kr.indeed.com/viewjobs?jk=ae7092c1ccb67890,ESL K-GR 6 TEACHER,GLOW English Academy 인천 부평구,,"Candidates MUST... South Korea with all documents ready to go-apostilled diploma, CBC, health check... starting..."
https://kr.indeed.com/viewjobs?jk=c7d674c1d5466ed2,지스트 블록체인인터넷경제연구센터 계약직(연구원),광주과학기술원 광주 북구,,포크 1) 4년제 대학 이상 졸업자 2) SW프로그래밍 제작 경험자 3) Python/C/Java/ Go 프로그래밍 가능자 우대사항 ① 국가보훈대상자(취업보호대상자) 및 장애인은 관련 법령에 의거하여 우대 ② 전산...
https://kr.indeed.com/viewjobs?jk=bc4a32c63fe1600f,Senior Research Executive,KANTAR 3.7 서울,,"We go beyond the obvious, using intelligence, passion and creativity to inspire new thinking and shape the world we live..."
https://kr.indeed.com/viewjobs?jk=0a4ca8ef5b6cc8fb,Laura Mercier PR Specialist,Shiseido International France 서울,,results in a fast-paced environment Confident and go-getter under pressure Comfortable in public speech & presentation...
https://kr.indeed.com/viewjobs?jk=d76fc46180723888,Laura Mercier Brand Manager,Shiseido International France 서울,,deliver results in a fast-paced environment Confident and go-getter under pressure Experience in a similar capacity within...
https://kr.indeed.com/viewjobs?jk=d7c930674681f845,AE Indirect – Consumer Reseller Online A...,Apple 서울,,"right people both inside and outside of Apple... go to person with leadership, you are trusted and comfortable in tough..."
https://kr.indeed.com/viewjobs?jk=6b5d39dc8038cb6e,Country Manager Vans Korea,VF Corporation 서울,,cross functional go to market strategies... cross functional and hyper-digital go to market process -Drive for results...
https://kr.indeed.com/viewjobs?jk=a0189433794de62c,[NAVERxLINE] Global Ad Web/Backend Engin...,네이버 서울,,"기 술( Spring, JS, Go, Kotlin, Scala, Spark... 1개 이상 실무 경험이 있고 이해가 높으신 분 - Java/NodeJS/ Go 중 1개 이상 개발에 익숙하신 분 - 해외 출장에 결격사유가 없으신 분..."
https://kr.indeed.com/viewjobs?jk=2f0c665420f3b7af,AWS Next Gen Intern 2021 (January - July...,Amazon Web Services Korea LLC 서울,,"marketing, and go-to-market support. Our... next 5 to 10 years. The team creates go-to-market strategies for identified..."
https://kr.indeed.com/viewjobs?jk=c4b44c3b323e56d8,SOFTWARE ENGINEER - MACHINE LEARNING PLA...,펍지 서울 서초구,,"지식 및 사용 경험 - 최소 1가지 프로그래밍 언어를 능숙하게 사용: Python, Java, Scala, Go 등 - API 백엔드 설계 혹은 개발 혹은 운영해 본 경험 - Docker에 대한 이해와 사용 경험 - 리눅스..."
https://kr.indeed.com/viewjobs?jk=de8bb31dd91f3de7,Media Server Engineer,하이퍼커넥트 서울,,"같은 클라우드 환경에서 상용 서비스를 개발 및 운영해 보신 분 API 설계 경험이 있으신 분 C, C++, go를 사용하여 서버 개발을 해 보신 분 아는 것을 정리하고 공유하는 습관을 가지신 분 오픈 소스 개발 경험을 가진..."
https://kr.indeed.com/viewjobs?jk=330df011c452156e,[Clova] AI Platform Ecosystem 개발자 신입/경력사...,네이버 서울,,"및 해결 능력이 뛰어나신 분 - 기술 습득이 빠르고 새로운 분야에 적응할 수 있는 분 - Python, Go, C++ 등 하나 이상의 언어에 능숙하신 분 ﻿ [우대사항] - Angular, Typescript, HTML..."
https://kr.indeed.com/viewjobs?jk=d9f87545c0430727,민트팟 소프트웨어 외주 개발 프로젝트 매니저(PM),민트팟 서울 서초구,,"가능! 간식 제공: 일하다 출출할 땐 눈치 보지 말고 민트팟 간식 창고로 Go Go! 조기 퇴근: ""일이 생겨 빨리 들어가 봐야할 거 같아요!"" 그렇다면 조기 퇴근 신청으로 Go! 모집분야: 소프트웨어 외주 개발 프로젝트..."
https://kr.indeed.com/viewjobs?jk=5c8a5850fcd359ff,[Biz] 네이버 글로벌 광고 FE/서버 개발자,네이버 서울,,"있으신 분 [우대사항 ] - Spring Framework & Kotlin 서버 개발 경험 (2 년이상 ) - Go, Node.js 를 이용한 서버 개발 및 운영 경험이 있으신 분 (2 년 이상 ) - Nginx 를 이용한..."
https://kr.indeed.com/viewjobs?jk=ca1244b4784cd2a6,"Senior Manager, IP Business Development","Dolby Laboratories, Inc. 서울",,"bodies... ETSI, MPEG or 3GPP is desirable Proactive and go getter attitude with ability to work with minimal direction..."
https://kr.indeed.com/viewjobs?jk=d69d46562ddfb636,'20년 AMOREPACIFIC 경력채용_Cloud Infra Platf...,아모레퍼시픽 4.0 서울,,"IaC, CI/CD 관련 업무 경험자 ( Terraform, Ansible 등 ) - Java, Python, Go 중 한가지 언어를 능숙하게 사용 - Public/Private Cloud Architect 유 경험자 우대..."
https://kr.indeed.com/viewjobs?jk=71b9593206038392,"Area Sales Manager, Consumer Sales",Apple 서울,,"right people both inside and outside of Apple... go to person with leadership, you are trusted and comfortable in tough..."
https://kr.indeed.com/viewjobs?jk=01618620f92a3135,Lead Sales Representative,Stryker 서울,,"strategies including product portfolio, positioning, pricing, go-to-market strategies and incentive plans for product..."
https://kr.indeed.com/viewjobs?jk=d447a8482db35fe1,Project Manager,Kantar TNS 3.7 서울,,"We go beyond the obvious, using intelligence, passion and creativity to inspire new thinking and shape the world we live..."
https://kr.indeed.com/viewjobs?jk=a87807b8b1104b94,March 2021 | Kindy and Elementary | Seoc...,YSO Kids Club 서울,,"2 or 3 days will only go until 5:35 PM... great Korean and foreign food scene, or go shopping at Express Bus Terminal. About..."
https://kr.indeed.com/viewjobs?jk=2e471d0cf19be66c,Business Data Analyst 경력자 채용,Coupang 3.0 서울,,"Media, GO Program management, Fresh... jobs/2301635 Principal Business Analyst ( GO Program management) https://boards..."
https://kr.indeed.com/viewjobs?jk=97658d1aee1d6b57,[리니지M] 서버 프로그래머 모집,엔씨소프트 2.8 성남 판교역,,"환경 개발(Visual studio, MS-SQL)에 능숙해야 함 우대사항 - 덤프 분석에 대한 이해 능력 - Go, Kotlin(JVM 언어 포함) 언어에 대한 이해 - 함수형 프로그래밍에 대한 이해 제출서류 포트폴리오..."
https://kr.indeed.com/viewjobs?jk=534d68ba5a4221c1,Business Transformation Consultant : Dig...,IBM 3.9 서울,,leading consulting and implementation projects... Go-to’ person for e-commerce queries... latest & greatest...
https://kr.indeed.com/viewjobs?jk=ffb3cac5db587e4a,Telco Business Development Management (P...,Hewlett Packard Enterprise 3.8 서울,,"driving appropriate go-to-market... Has deep knowledge of company’s preferred go to market strategy, global context..."
https://kr.indeed.com/viewjobs?jk=4e435561d4fc9b7d,데브옵스개발팀 - 웹 개발자,Nexon 성남 분당구,,"원자격 - 개발 경력 포함 데브옵스 관련 경력 3년 이상 - 하나 이상의 프로그래밍 언어 (예 : Java, Go, Python, NodeJS 등)에 대한 실무 경력 - 하나 이상의 웹 프론트엔드 프레임워크 (예: Vue..."
https://kr.indeed.com/viewjobs?jk=60d48802f7c853d3,"Executive, HR Service Delivery",Kantar TNS 3.7 서울,,"We go beyond the obvious, using intelligence, passion and creativity to inspire new thinking and shape the world we live..."
https://kr.indeed.com/viewjobs?jk=b78e3ac771889aee,Industry Process Consultant (Abaqus),Dassault Systèmes 4.1 서울,,"deal size, accelerate deal signature and secures successful go-live. The Industry Process Consultant is also able..."
https://kr.indeed.com/viewjobs?jk=8be75d13c1a43752,"Finance Analyst Seoul, South Korea Finan...",Philip Morris International 4.3 서울,,"notice upon hiring needs... Company HOW TO APPLY • Go PMI career site... pmi.com/careers"" and set ‘South Korea..."
https://kr.indeed.com/viewjobs?jk=5887a398397788af,MMORPG·SNG 개발자 수시,이스트게임즈 서울 서초구,,"C#, Swift, Objective C, Kotlin, Java, JavaScript, Python, Go. - 새로운 프로그래밍 언어를 습득하는데 어려움이 없거나 혹은 흥미를 갖고 있는 분 - Windows/Linux..."
https://kr.indeed.com/viewjobs?jk=15aa52a73a6db5e5,탐나go 해물포차,탐나go 대구 동구,"시급 8,590원","탐나 go | 음식점 | 서빙,주방,주방보조,찬모 | 정규직 | 3개월~6개월 | 주6일 | 조일근무 | 시급 8,590 | 연령무관 | 2020-10-29"
https://kr.indeed.com/viewjobs?jk=fc93de2e454c65a0,"Assistant Category Manager, Personal Car...",Dyson 서울,,"Collaborate with internal and external partners to execute go-to-market strategies, ongoing support and plans including new..."
https://kr.indeed.com/viewjobs?jk=c9a0d98d40ed46cb,"민트팟 앱/웹 서비스 기획자(경력, 신입)",민트팟 서울 서초구,,"8. 간식 제공: 일하다 출출할 땐 눈치 보지 말고 민트팟 간식 창고로 Go Go! 9. 조기 퇴근: ""일이 생겨 빨리 들어가 봐야할 거 같아요!"" 그렇다면 조기 퇴근 신청으로 Go! 10. 신규직원 Welcome Box..."
https://kr.indeed.com/viewjobs?jk=534f9ad79408212e,Life Science Sales Team Leader,Clarivate Analytics 서울,,B. Duties... position  Building go-to-market strategies in LS Solutions... build product go-to-market game plans...
https://kr.indeed.com/viewjobs?jk=7d997c1fd9928e9c,[KidsLoop/Indonesia] HR Manager,KidsLoop 서울,,"guidance on a range of HR matters. Job Duties You... go-to HR person... KidsLoop Indonesia office, you..."
https://kr.indeed.com/viewjobs?jk=daea6a267e16f0ec,Marketing Manager - Korea - Field Market...,Aveva 서울,,drive the Go-To-Market plan for Korea Direct & Channel business. Go-To-Market plan... independent go getter... passion...
https://kr.indeed.com/viewjobs?jk=3729700ad667e444,Product Marketing Manager-Ads,TikTok 서울,,3. Define go-to-market (GTM) strategy for TikTok's ever-evolving ads product. Instrumental in setting go-to-market strategy...
https://kr.indeed.com/viewjobs?jk=fb7af50bafbe5140,Nutrilite Product & Solution Marketer,Amway Inc. 서울,,tasks. - Develop actionable strategies and implement various Go To Market activities in support of new product launches...
https://kr.indeed.com/viewjobs?jk=c691bc2e194aa57d,Sales Director ( South Korea ),"Medallia, Inc. 대한민국",,business... potential for business alignment Go high-and-wide within enterprise organizations to understand the full...
https://kr.indeed.com/viewjobs?jk=da1e930d0ad0a4f3,[신규프로젝트] MMORPG (모바일) 서버 플랫폼 프로그래머 모집,엔씨소프트 2.8 성남 판교역,,"정의를 할 수 있으며 그에 대한 해결이 가능하신 분 - C++ 이외의 구사언어 가능하신 분 ( python, Go, C# 등등 ) - 플랫폼 관련 업무(계정/결제 서비스 등) 를 경험해 보신 분 제출서류 필수 제출서류 없음..."
https://kr.indeed.com/viewjobs?jk=ff37c6d966a9e989,Technical Customer Service Associate,Amazon Web Services Korea LLC 서울,,Experience building or hosting a website. · Known... go-to person in your family for technology related questions. 아마존은...
https://kr.indeed.com/viewjobs?jk=9f07afb3f576d784,[XTRM] DevOps Engineer,PUBG 서울,,"PUBG IP 신규프로젝트 Go, gRPC, React... Kubernetes 등 Container 관련 기술을 학습하신 분 - Go 언어 활용 경험이 있으신 분 - 다양한 작업들에 대한 분류와 우선 순위..."
https://kr.indeed.com/viewjobs?jk=51d01d10541f81d8,유명 바이오 의료기기 스타트업 Web Backend 개발자,인파트너스 서울 서초구,"연봉 40,000,000원 - 50,000,000원","사용하는 진단학습 웹서비스, 의료진단장비의 데이터를 효과적으로 보여줄 수 있는 도구 등을 개발합니다. Go, React기반으로 개발중이며, TDD와 코드리뷰를 통해 코드품질을 유지하기 위해 노력하고 있습니다. Software..."
https://kr.indeed.com/viewjobs?jk=b00009495def08db,System Engineer,Toss 서울 강남구,,"TPS 서비스를 직접 운영한 분 # 우대 사항 - C/C++, Java, Shell, Python, Perl, Go 등과 같은 프로그래밍 언어를 이용한 1년 이상의 실무 경험이 있는 분 - 오픈소스 기반 또는 상용 가상화..."
https://kr.indeed.com/viewjobs?jk=386039478a3bee35,Partner Marketing Creative Manager,Netflix 서울,,"selfless, collaborative senior professional who will naturally go beyond roles and titles to get great work done A natural..."
https://kr.indeed.com/viewjobs?jk=248f25cc0416aa37,Java Backend Software Engineer,하이퍼커넥트 서울,,"Netty, Akka 등 비동기 네트워크 프레임워크 사용 경험이 있으신 분 Scala, Kotlin, Rust, Go 등의 고성능 정적 타입 언어 사용 경험이 있으신 분 Cassandra, HBase 등의 NoSQL 환경에서..."
https://kr.indeed.com/viewjobs?jk=7d4a4bb28b841dde,Brand Manager (4-8y),Success Korea 서울 여의도역,,d. Project management from innovation to go-to-market package e. S&OP management... from innovation to go-to-market package...
https://kr.indeed.com/viewjobs?jk=e5a80b857513f896,[B마트] 백엔드 시스템 개발자,우아한 형제들 서울 송파구,,"분 - 웹 프론트엔드 개발 능력과 UI에 대한 기본 지식 및 경험이 있으신 분 - Java 외 (Kotlin, Go) 플랫폼에도 익숙하신 분 [꼭 읽어 주세요!] - 지원 시 경력기술서(PDF형식) 필수 첨부 부탁 드립니다..."
https://kr.indeed.com/viewjobs?jk=c2e0dbd427707fd8,"Sales Specialist, Collaboration",Cisco Systems 4.1 서울,,business in his/her territory. Develop and implement go-to-market plans to accelerate the growth of Cisco Collaboration...
https://kr.indeed.com/viewjobs?jk=fb4f74ae499403dd,"Business Development Manager, Independen...",Google 4.3 서울,,"experience, and familiarity with software solution building, go-to-market, valuation and pricing of SaaS products. Experience..."
https://kr.indeed.com/viewjobs?jk=8e72803e8ffa7f7c,데브옵스개발팀 - 데브옵스 개발자,Nexon 성남 분당구,,"개발 - DB 모델링/개발 - DevOps에 대한 지식 - 하나 이상의 프로그래밍 언어 (예 : Java, Go, Python, NodeJS 등)에 대한 깊이있는 지식 - 하나 이상의 웹 프론트엔드 프레임워크 (예..."
https://kr.indeed.com/viewjobs?jk=857aced59dd116dd,Security Developer (보안 개발자),Toss 서울 강남구,,"보안 로그 상관분석 개발 또는 그에 준하는 분석/탐지 기술 개발 경험이 있는 분 - Python, JAVA, Go 등의 프로그래밍 언어에 능숙한 분 # 우대 사항 - 대용량 데이터 기반의 보안시스템(SIEM,ESM,통합보안모..."
https://kr.indeed.com/viewjobs?jk=4ca3fb6e87f9c1a7,Data Platform Engineer,PUBG 서울,,"system, public Cloud) [지원 자격] - 하나 이상의 프로그래밍 언어를 익숙하게 사용 : Go, Scala, Python - Container orchestration 또는 분산 처리 시스템에 대한 지식..."
https://kr.indeed.com/viewjobs?jk=73c22021540acd71,Integrated Planning Manager,Netflix 서울,,collaborative Marketing professional who will naturally go beyond roles and titles to get great work done... role: Long...
https://kr.indeed.com/viewjobs?jk=da25c9de34384dfb,"Business Development Manager, South Kore...",Chainalysis 서울,,Chainalysis' brand awareness You've created and executed go-to-market plans that have resulted in predictable and increasing...
https://kr.indeed.com/viewjobs?jk=2120101c64dade37,GTM(Go to market) Coordinator 담당자,Success Korea 서울 용산구,,"자격요건 담당직무 - 신제품 런칭을 위한 GTM( Go to market) 코디네이션 - GTM( Go to market) 프로세스 세팅 - 제품, 세일즈, 마케팅 전략 수립 [자격요건] - GTM( Go to market..."
https://kr.indeed.com/viewjobs?jk=d0c7756b2b74d3f7,Field Service Engineer South Korea,EV Group 대한민국,,"especially in medium and small companies), someone who can go on a long solo business trip, driver license. Someone who lives..."
https://kr.indeed.com/viewjobs?jk=a678c3e9114575ab,Account Executive - CDMS,Veeva Systems 서울,,"companies. Territory identification and research, to formalize a go-to-market territory strategy and create a qualified..."
https://kr.indeed.com/viewjobs?jk=04d685fc70b67d4e,Linux/Python/PHP/MySQL/백엔드 정규직 경력,일루미나리안 용인 보정동,,"bash, python, OOP 언어 중 가능자 - Back-End 서버를 개발해 보신 분 [우대사항] - Go(aka GoLang), Swift, Android(Java), PHP, Angular - DB 이해도가 높고..."
https://kr.indeed.com/viewjobs?jk=52c72e02ec6e89d5,[EY한영] 재무자문본부 Transaction Strategy Execu...,Ernst & Young 4.0 대한민국,,"Consulting [모집분야] － PMI 전략 수립 － 경영진단, 중장기 경영전략, 사업 포트폴리오 전략, GO to Market 전략 － 중장기 사업계획 수립 [자격요건] － 3년 이상 대기업 대상 경영 전략..."
https://kr.indeed.com/viewjobs?jk=3141f03b308bc839,[TmaxSoft/MW사업본부] MW 제품 기획 팀장,티맥스소프트 성남 분당구,,비스 상품 기획 최신 미들웨어 기술 트렌드 분석 자격요건 소프트웨어/솔루션 기획 유경험자 소프트웨어/솔루션 Go-to-Market 체계 이해도 보유 열정적이고 책임감있는 긍정적인 마인드의 소유자 원할한 커뮤니케이션을...
https://kr.indeed.com/viewjobs?jk=80ee8673f8b568a9,[포토클라우드개발] 네이버 포토 플랫폼 개발 경력사원,네이버 서울,,"대용량 데이터 분석 및 통계 시스템 개발 [자격요건] - 웹어플리케이션 서버 개발 2년 이상 - java, go, c++ 중 하나로 HTTP REST 서버 개발 경험이 있으신 분 - Git 을 통한 개발, 배포 자동화..."
